,PU EIC Code,PU Name,Valid From,Valid To,PU Status,PU Type,PU Location,"PU Installed
Capacity",Control Area,Bidding Zone,Last Update,PU Voltage,GU Code,GU Name,GU Status,GU Type,GU Location,"GU Installed
Capacity",lat,lon
13,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006219,Haugen G115 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.8,59.586,10.743
14,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006324,Haugen G121 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.4,59.586,10.743
15,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006316,Haugen G101 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,1.9,59.586,10.743
16,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006308,Haugen G126 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
17,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000619X,Haugen G104 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,1.0,59.586,10.743
18,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000618Z,Haugen G112 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,2.4,59.586,10.743
19,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006162,Haugen G107 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
20,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006170,Haugen G119 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.4,59.586,10.743
21,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006154,Haugen G114 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.4,59.586,10.743
22,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006146,Haugen G129 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
23,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006138,Haugen G120 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
24,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000612A,Haugen G117 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
25,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000611C,Haugen G102 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,1.7,59.586,10.743
26,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000610E,Haugen G109 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,3.1,59.586,10.743
27,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WGI00000006095,Haugen G122 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
28,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000620B,Haugen G125 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,2.6,59.586,10.743
29,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WGI00000006265,Haugen G118 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
30,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000636X,Haugen G116 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.8,59.586,10.743
31,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG00000000635Z,Haugen G103 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,2.2,59.586,10.743
32,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006340,Haugen G123 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,0.1,59.586,10.743
33,50WP00000000251A,Haugen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Haugen,32.9,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,2.0,50WG000000006332,Haugen G127 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000251A,1.3,59.586,10.743
34,50WP00000000383U,Kurasfossen,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Kurasfossen,12.7,"Norway, Norway MBA, Stattnet CA",NO1 BZ / MBA,26.06.2015,22.0,50WG000000008959,Kurasfosg1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000383U,7.2,62.679,11.462
35,50WP00000000383U,Kurasfossen,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Kurasfossen,12.7,"Norway, Norway MBA, Stattnet CA",NO1 BZ / MBA,26.06.2015,22.0,50WG00000000894B,Kurasfosg2 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000383U,5.5,62.679,11.462
36,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000209F,Breive P3 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
37,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000214M,Breive P7 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
38,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000212Q,Breive P4 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
39,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000213O,Breive P8 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
40,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000210U,Breive P2 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
41,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000211S,Breive P6 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
42,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000207J,Breive P5 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
43,50WP00000000079X,Breive,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breive,24.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,4.0,50WG00000000208H,Breive P1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000079X,3.0,70.597,22.109
44,50WP00000000382W,Krossen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Krossen,1.5,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,2.0,50WG00000000892F,Krossen G103 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000382W,0.5,58.096,7.528
45,50WP00000000382W,Krossen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Krossen,1.5,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,2.0,50WG00000000893D,Krossen G102 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000382W,0.5,58.096,7.528
46,50WP00000000382W,Krossen,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Krossen,1.5,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,2.0,50WG00000000891H,Krossen G101 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000382W,0.5,58.096,7.528
47,50WP00000000609U,Sautso,05.05.2015,inf,DECOMMISSIONED,Fossil Gas,Sautso,0.0,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,17.12.2014,0.2,50WG00000001464V,Sautso Ng1 Therm,DECOMMISSIONED,Fossil Gas,Sautso,0.0,59.651,6.354
48,50WP00000000381Y,Krokevatn,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Krokevatn,3.6,"Norway, Norway MBA, Stattnet CA",NO5 BZ / MBA,26.06.2015,22.0,50WG00000000890J,Krokevatg1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000381Y,3.6,60.984,5.699
49,50WP00000000078Z,Breiava,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Breiava,16.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,22.0,50WG00000000206L,Breiava G1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000078Z,16.0,59.159,6.617
50,50WP000000002560,Havoygavlen,05.12.2016,inf,DECOMMISSIONED,Wind Onshore,Havoygavlen,40.0,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,22.0,50WG000000006421,Havoygav22sg1 Hydro,DECOMMISSIONED,Wind Onshore,50WP000000002560,40.0,71.011,24.582
51,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG000000017699,Svabo G104 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,3.3,66.307138,14.167417
52,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001768B,Svabo G114 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
53,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001767D,Svabo G108 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.5,66.307138,14.167417
54,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001785B,Svabo G109 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
55,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001784D,Svabo G106 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
56,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001783F,Svabo G102 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
57,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001782H,Svabo G119 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
58,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001781J,Svabo G118 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
59,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001780L,Svabo G101 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
60,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG000000017796,Svabo G115 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
61,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG000000017788,Svabo G113 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
62,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001777A,Svabo G105 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
63,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001776C,Svabo G116 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
64,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001775E,Svabo G111 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
65,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001774G,Svabo G112 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.3,66.307138,14.167417
66,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001773I,Svabo G107 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.6,66.307138,14.167417
67,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001772K,Svabo G110 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.2,66.307138,14.167417
68,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001771M,Svabo G117 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,0.1,66.307138,14.167417
69,50WP00000000691J,Svabo,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Svabo,8.1,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,2.0,50WG00000001770O,Svabo G103 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000691J,1.3,66.307138,14.167417
70,50WP00000000122L,Dovikfoss,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Dovikfoss,17.0,"Norway, Norway MBA, Stattnet CA",NO1 BZ / MBA,26.06.2015,22.0,50WG000000002922,Dovikfosg1 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000122L,17.0,59.933,10.0
71,50WP00000000388K,Kveasa,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Kveasa,5.5,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,22.0,50WG000000009005,Kveasa G1 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000388K,5.5,60.371,6.146
72,50WP00000000121N,Dynjanfoss,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Dynjanfoss,39.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,66.0,50WG000000002914,Dynjanfog2 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000121N,13.0,58.952,8.395
73,50WP00000000121N,Dynjanfoss,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Dynjanfoss,39.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,66.0,50WG000000002906,Dynjanfog3 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000121N,13.0,58.952,8.395
74,50WP00000000121N,Dynjanfoss,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Dynjanfoss,39.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,66.0,50WG00000000289S,Dynjanfog1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000121N,13.0,58.952,8.395
75,50WP00000000690L,Suvdola,05.12.2016,inf,DECOMMISSIONED,Hydro Run-of-river and poundage,Suvdola,13.4,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,22.0,50WG00000001766F,Suvdola G1 Hydro,DECOMMISSIONED,Hydro Run-of-river and poundage,50WP00000000690L,13.4,59.149,8.792
76,50WP000000002552,Haukrei,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Haukrei,18.8,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,6.0,50WG000000006413,Haukrei G2 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP000000002552,9.4,59.205,7.832
77,50WP000000002552,Haukrei,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Haukrei,18.8,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,6.0,50WG000000006405,Haukrei G1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP000000002552,9.4,59.205,7.832
78,50WP00000000387M,Kvannvatn,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Kvannvatn,4.2,"Norway, Norway MBA, Stattnet CA",NO4 BZ / MBA,26.06.2015,22.0,50WG000000008991,Kvannvatg1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000387M,4.2,59.876,8.734
79,50WPI00000005425,Osbu,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Osbu,28.0,"Norway, Norway MBA, Stattnet CA",NO3 BZ / MBA,26.06.2015,10.0,50WG00000001287R,Osbu G1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WPI00000005425,28.0,62.517,8.5
80,50WP00000000386O,Kvanndal,05.12.2016,inf,DECOMMISSIONED,Hydro Water Reservoir,Kvanndal,50.0,"Norway, Norway MBA, Stattnet CA",NO2 BZ / MBA,26.06.2015,8.0,50WG000000008983,Kvanndalg1 Hydro,DECOMMISSIONED,Hydro Water Reservoir,50WP00000000386O,50.0,59.658,6.983
